Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
MID,158,Gittens,6.0,6.0,CHE,5,0.30,7,0.43,7,0.33,8,0.54,9,0.47,10,0.57,10,0.54,10,0.57,11,0.55,13,0.69,0.1%
MID,159,Caicedo,5.5,5.5,CHE,90,3.16,86,3.07,84,2.56,83,3.38,82,2.93,79,2.95,80,2.87,77,2.81,76,2.65,77,2.79,3.8%
MID,160,Garnacho,6.0,6.0,AVL,61,3.01,61,2.63,58,3.34,57,3.14,57,2.78,55,3.09,54,2.71,55,2.59,55,3.11,56,2.45,1.1%
MID,161,Lavia,5.0,5.0,CHE,39,1.47,16,0.68,19,0.66,20,0.93,22,0.85,26,1.07,24,0.95,27,1.06,26,0.97,27,1.05,0.0%
MID,162,Andrey Santos,5.0,5.0,MUN,57,2.70,45,2.24,47,2.02,45,1.86,49,2.09,47,2.10,50,2.19,46,2.15,47,1.88,48,2.11,1.5%
MID,163,D.Essugo,4.5,4.5,CHE,5,0.24,4,0.18,4,0.19,5,0.27,6,0.27,7,0.29,7,0.31,8,0.36,10,0.39,8,0.35,0.2%
MID,164,Quenda,5.5,5.5,CHE,13,0.70,20,1.08,21,0.89,23,1.42,23,1.15,25,1.36,26,1.26,25,1.31,26,1.26,26,1.28,0.1%
FWD,165,João Pedro,7.5,7.5,CHE,83,4.36,79,4.48,77,3.04,75,5.19,73,3.80,72,4.28,69,3.51,68,3.83,68,3.49,69,3.71,53.2%
FWD,166,N.Jackson,6.5,6.5,CHE,5,0.36,6,0.44,6,0.32,8,0.62,8,0.53,10,0.65,10,0.60,11,0.71,12,0.69,11,0.67,0.4%
FWD,167,Delap,5.5,5.5,CHE,8,0.49,11,0.68,12,0.55,13,0.91,14,0.77,16,0.94,17,0.90,18,1.02,18,0.98,16,0.88,0.5%
FWD,168,Marc Guiu,5.0,5.0,CHE,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.5%
FWD,169,Mheuka,4.5,4.5,CHE,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.4%
FWD,170,Emegha,5.0,5.0,CHE,2,0.17,4,0.32,3,0.19,5,0.38,5,0.33,5,0.36,6,0.39,6,0.41,6,0.38,7,0.47,0.3%
GKP,171,Dovin,4.0,4.0,COV,49,1.46,47,1.88,49,1.50,45,1.48,47,1.56,50,1.65,47,1.46,46,1.64,46,1.71,48,1.61,3.3%
GKP,172,Wilson,4.5,4.5,COV,47,1.38,48,2.00,46,1.42,50,1.65,48,1.67,45,1.47,48,1.52,48,1.73,49,1.85,47,1.60,0.7%
DEF,173,Thomas,4.0,4.0,COV,76,2.04,71,3.74,70,1.77,71,2.60,67,2.46,64,2.39,65,2.19,65,2.63,63,2.87,63,2.54,7.2%
DEF,174,Kitching,4.0,4.0,COV,80,2.05,78,3.98,74,1.74,71,2.50,67,2.38,69,2.50,66,2.11,64,2.43,64,2.81,65,2.44,0.4%
DEF,175,van Ewijk,4.0,4.0,COV,83,1.74,79,3.70,75,1.50,71,2.25,70,2.13,65,2.06,66,1.81,62,2.17,60,2.39,62,2.03,17.0%
DEF,176,Dasilva,4.0,4.0,COV,79,1.35,75,3.25,72,1.12,73,2.08,69,1.87,64,1.85,63,1.51,65,2.12,63,2.34,64,1.83,0.5%
DEF,177,Kesler-Hayden,4.0,4.0,COV,8,0.23,11,0.52,13,0.29,14,0.49,14,0.47,16,0.57,16,0.47,20,0.75,20,0.82,19,0.63,0.1%
DEF,178,Bidwell,4.0,4.0,COV,15,0.33,18,0.89,22,0.45,21,0.71,23,0.72,27,0.91,27,0.74,26,0.95,27,1.11,26,0.88,0.1%
DEF,179,Latibeaudiere,4.0,4.0,COV,8,0.26,11,0.52,14,0.35,16,0.53,17,0.58,19,0.64,20,0.60,23,0.80,24,0.96,26,0.87,0.1%
DEF,180,Woolfenden,4.0,4.0,COV,2,0.08,3,0.14,4,0.12,5,0.19,5,0.21,6,0.24,8,0.26,7,0.29,10,0.42,9,0.32,0.3%
DEF,181,Brau,4.0,4.0,COV,2,0.07,2,0.10,2,0.07,2,0.11,2,0.11,2,0.11,3,0.11,3,0.15,4,0.19,3,0.14,0.1%
DEF,182,Amenda,4.0,4.0,COV,33,0.83,37,1.77,40,0.88,43,1.46,52,1.71,55,1.84,52,1.58,55,1.97,54,2.29,54,1.97,0.5%
MID,183,Rudoni,5.0,5.0,COV,57,1.85,66,3.31,67,2.38,65,2.67,63,2.48,61,2.71,62,2.40,63,2.72,59,2.65,62,2.49,0.3%
MID,184,Grimes,5.0,5.0,COV,77,2.51,75,3.25,73,2.53,72,2.64,72,2.65,68,2.58,68,2.45,69,2.61,66,2.58,70,2.62,0.2%
MID,185,Sakamoto,5.0,5.0,COV,69,2.14,67,2.96,63,2.14,63,2.48,65,2.42,62,2.47,63,2.27,63,2.50,63,2.61,60,2.23,0.1%
MID,186,Mason-Clark,5.5,5.5,COV,69,2.26,64,3.17,61,2.17,61,2.59,58,2.33,55,2.42,55,2.15,53,2.31,54,2.43,52,2.08,0.3%
MID,187,Eccles,5.0,5.0,COV,9,0.39,9,0.50,12,0.51,13,0.55,15,0.63,16,0.69,17,0.67,15,0.64,18,0.80,19,0.78,0.0%
MID,188,Torp,5.5,5.5,COV,41,1.49,43,2.20,43,1.64,47,2.03,45,1.90,47,2.10,45,1.83,45,2.05,48,2.23,45,1.89,0.2%
MID,189,Shepherd,4.5,4.5,COV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.3%
MID,190,Tchaouna,5.5,5.5,COV,71,2.22,69,3.25,67,2.26,64,2.65,65,2.44,66,2.73,63,2.34,63,2.69,61,2.66,62,2.41,0.1%
MID,191,Borges Rodrigues,4.5,4.5,COV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.2%
MID,192,Andrews,4.5,4.5,COV,3,0.15,3,0.17,3,0.16,4,0.20,3,0.20,4,0.20,4,0.22,4,0.23,5,0.26,5,0.22,0.7%
FWD,193,Wright,5.5,5.5,COV,64,2.15,63,3.32,60,2.27,61,2.79,56,2.34,57,2.59,56,2.32,55,2.60,54,2.65,55,2.23,1.8%
FWD,194,Thomas-Asante,5.0,5.0,COV,16,0.75,18,1.07,20,0.91,23,1.14,24,1.13,26,1.28,28,1.21,29,1.40,27,1.36,28,1.26,0.9%
FWD,195,Simms,5.0,5.0,COV,27,0.96,27,1.41,30,1.14,29,1.31,33,1.32,34,1.52,33,1.34,34,1.51,34,1.53,34,1.37,0.7%
FWD,196,Markelo,5.0,5.0,COV,7,0.34,8,0.45,10,0.42,11,0.53,11,0.50,12,0.57,12,0.53,13,0.62,15,0.68,14,0.59,0.1%
FWD,197,Bassette,4.5,4.5,COV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1.1%
GKP,198,Henderson,5.0,5.0,CRY,94,3.24,93,2.79,93,3.10,91,3.53,92,3.08,92,3.38,91,2.92,90,3.07,91,2.85,90,2.83,3.1%
GKP,199,Benitez,4.5,4.5,CRY,0,0.00,2,0.06,3,0.09,3,0.14,3,0.11,3,0.13,3,0.12,5,0.18,4,0.13,5,0.16,0.1%
DEF,200,Lacroix,6.0,6.0,CRY,93,3.99,90,2.92,87,3.45,86,4.23,84,3.51,83,3.79,82,3.07,81,3.40,81,3.05,81,2.88,11.7%
DEF,201,Muñoz,5.5,5.5,CRY,88,3.37,84,2.46,82,2.99,80,4.07,79,2.96,79,3.48,78,2.53,77,3.06,76,2.52,75,2.40,12.2%
DEF,202,Richards,5.0,5.0,CRY,89,3.63,85,2.59,84,3.10,82,3.90,80,3.17,81,3.49,78,2.75,78,3.07,76,2.69,78,2.62,0.8%
DEF,203,Canvot,5.0,5.0,CRY,91,3.70,87,2.66,84,3.10,82,3.92,81,3.19,78,3.41,79,2.72,79,3.04,78,2.77,77,2.56,0.5%
DEF,204,Mitchell,4.5,4.5,CRY,72,2.66,68,1.91,67,2.32,68,3.28,66,2.36,64,2.66,61,1.88,64,2.38,61,1.90,61,1.86,7.3%
DEF,205,Sosa,4.5,4.5,CRY,4,0.20,5,0.25,7,0.34,8,0.47,9,0.44,10,0.51,12,0.50,10,0.49,12,0.49,13,0.54,0.0%
DEF,206,Chadi Riad,4.5,4.5,CRY,8,0.32,15,0.46,18,0.68,20,0.94,23,0.89,24,1.03,25,0.86,25,0.98,27,0.91,26,0.89,0.1%
DEF,207,Mingueza,4.5,4.5,CRY,26,1.12,34,1.14,36,1.46,38,1.98,38,1.52,41,1.90,42,1.48,44,1.81,43,1.54,44,1.51,0.1%
MID,208,Sarr,6.5,6.5,CRY,85,3.73,81,3.38,79,3.54,78,4.33,76,3.41,75,3.66,72,3.13,74,3.65,71,3.08,72,3.19,11.2%
MID,209,Johnson,6.0,6.0,CRY,46,2.16,47,2.09,46,2.15,49,2.79,51,2.35,49,2.48,50,2.24,47,2.41,50,2.23,48,2.19,0.2%
MID,210,Wharton,5.5,5.5,CRY,67,2.79,82,3.27,79,3.25,77,3.70,76,3.13,74,3.27,74,2.93,71,3.09,72,2.94,70,2.89,0.2%
MID,211,Yeremy,5.5,5.5,CRY,40,1.88,42,1.88,44,2.07,41,2.44,41,1.93,40,2.05,40,1.85,39,2.04,39,1.78,40,1.89,0.2%
MID,212,Hughes,4.5,4.5,CRY,31,1.14,31,1.10,31,1.12,33,1.32,32,1.15,31,1.18,33,1.15,34,1.28,31,1.11,32,1.13,10.6%
MID,213,Lerma,5.0,5.0,CRY,35,1.38,25,0.98,29,1.11,28,1.20,30,1.23,33,1.35,34,1.27,36,1.48,35,1.37,34,1.31,0.1%
MID,214,Kamada,5.0,5.0,CRY,52,2.05,48,1.78,46,1.76,47,2.11,48,1.86,47,1.99,44,1.65,43,1.80,45,1.71,48,1.83,0.3%
MID,215,Devenny,5.0,5.0,CRY,5,0.32,6,0.35,6,0.37,8,0.49,8,0.44,8,0.51,10,0.52,10,0.54,12,0.58,12,0.61,0.0%
MID,216,Esse,5.0,5.0,CRY,0,0.00,1,0.09,1,0.10,2,0.15,2,0.11,2,0.15,2,0.12,2,0.12,2,0.13,2,0.14,0.1%
MID,217,M.França,5.0,5.0,CRY,5,0.30,6,0.37,7,0.42,7,0.47,8,0.46,9,0.52,9,0.53,10,0.61,11,0.61,11,0.58,0.1%
MID,218,Doucouré,5.0,5.0,CRY,5,0.25,5,0.22,5,0.25,6,0.31,6,0.30,7,0.33,9,0.36,8,0.37,8,0.36,8,0.36,0.1%
MID,219,J.Rak-Sakyi,5.0,5.0,CRY,1,0.07,1,0.08,1,0.08,1,0.09,2,0.11,2,0.11,2,0.10,1,0.10,2,0.11,2,0.12,0.0%
DEF,220,Cardines,4.5,4.5,CRY,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.0%
MID,221,Drakes-Thomas,4.5,4.5,CRY,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.1%
FWD,222,Strand Larsen,6.0,6.0,CRY,32,1.52,34,1.56,34,1.66,34,2.02,36,1.71,37,1.89,36,1.66,38,1.97,40,1.79,38,1.75,0.6%
FWD,223,Mateta,6.5,6.5,CRY,60,2.93,58,2.68,58,2.84,57,3.54,54,2.61,54,2.90,55,2.59,52,2.83,51,2.40,54,2.64,7.3%
FWD,224,Nketiah,5.5,5.5,CRY,13,0.71,15,0.78,17,0.86,16,0.98,18,0.91,20,1.05,21,1.00,23,1.19,22,1.01,20,1.00,0.4%
FWD,225,Uche,5.0,5.0,CRY,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.0%
GKP,226,Pickford,5.5,5.5,EVE,94,3.77,93,3.21,93,3.21,93,3.10,93,3.80,91,3.78,92,3.26,92,2.85,92,3.12,90,3.84,8.9%
GKP,227,Travers,5.0,5.0,EVE,0,0.00,2,0.07,2,0.08,2,0.08,3,0.11,4,0.16,3,0.11,3,0.10,2,0.09,4,0.18,0.1%
GKP,228,King,4.5,4.5,EVE,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.1%
DEF,229,Tarkowski,6.0,6.0,EVE,94,4.65,91,3.86,89,3.37,89,3.53,86,4.56,86,4.66,88,3.33,84,2.75,86,3.40,84,4.64,9.9%
DEF,230,Branthwaite,5.5,5.5,EVE,90,4.23,87,3.45,83,2.94,84,3.12,82,4.04,81,4.13,81,2.79,79,2.43,78,2.83,80,4.19,2.0%
DEF,231,Keane,5.0,5.0,EVE,11,0.56,19,0.80,27,1.03,28,1.13,31,1.59,31,1.66,30,1.17,35,1.17,35,1.34,34,1.84,1.5%
DEF,232,O'Brien,5.0,5.0,EVE,91,3.61,87,2.72,83,2.48,81,2.42,81,3.53,79,3.43,77,2.38,79,1.88,79,2.34,77,3.51,0.5%
DEF,233,Mykolenko,4.5,4.5,EVE,89,3.51,86,2.73,82,2.43,80,2.38,80,3.45,82,3.55,80,2.38,80,1.90,78,2.31,78,3.57,1.5%
DEF,234,Patterson,4.5,4.5,EVE,5,0.25,6,0.25,8,0.32,10,0.37,11,0.56,10,0.47,12,0.47,11,0.36,12,0.45,12,0.61,0.1%
DEF,235,Aznou,4.0,4.0,EVE,0,0.00,0,0.00,1,0.05,1,0.05,2,0.08,2,0.10,1,0.07,2,0.07,2,0.09,3,0.15,0.2%
MID,236,Dewsbury-Hall,6.5,6.5,EVE,91,4.66,88,3.91,87,3.65,86,3.58,85,4.67,85,4.30,84,3.70,84,2.84,83,3.60,83,4.44,4.2%
MID,237,Ndiaye,6.0,6.0,EVE,65,3.71,65,3.31,64,3.06,64,3.09,65,4.05,61,3.48,59,3.06,62,2.39,62,3.05,60,3.67,19.5%
MID,238,Grealish,6.5,6.5,MCI,4,0.26,6,0.37,6,0.42,6,0.39,7,0.47,8,0.44,7,0.49,9,0.51,8,0.53,10,0.56,0.3%
MID,239,Garner,6.0,6.0,EVE,9,0.37,50,2.13,87,3.55,85,3.49,84,4.09,83,3.86,81,3.26,82,2.90,82,3.44,82,3.98,1.3%
MID,240,Iroegbunam,5.0,5.0,EVE,80,3.05,66,2.46,54,1.92,54,1.95,55,2.25,53,2.16,53,1.87,52,1.72,52,1.91,53,2.17,0.1%
MID,241,McNeil,5.5,5.5,EVE,30,1.52,27,1.28,27,1.24,28,1.24,27,1.47,28,1.45,28,1.32,28,1.06,27,1.25,30,1.61,0.1%
MID,242,George,5.5,5.5,EVE,40,2.12,40,1.86,37,1.71,35,1.62,36,2.03,37,1.94,36,1.73,36,1.43,35,1.67,37,2.07,0.1%
MID,243,Alcaraz,5.0,5.0,EVE,13,0.74,15,0.76,15,0.75,16,0.78,16,0.91,19,1.02,18,0.91,20,0.80,20,0.96,20,1.12,0.1%
MID,244,Armstrong,5.0,5.0,EVE,14,0.70,12,0.60,12,0.56,13,0.62,14,0.73,16,0.76,16,0.74,17,0.69,18,0.75,16,0.79,0.1%
MID,245,Dibling,5.5,5.5,EVE,15,0.80,13,0.69,15,0.74,16,0.76,15,0.89,15,0.83,18,0.89,18,0.73,16,0.79,17,0.98,0.1%
MID,246,Röhl,5.0,5.0,EVE,44,1.98,44,1.82,39,1.62,41,1.63,40,1.92,41,1.82,42,1.73,39,1.39,42,1.70,40,1.89,0.1%
MID,247,Hackney,5.5,5.5,EVE,72,3.40,54,2.37,40,1.72,40,1.74,43,2.18,43,2.09,45,1.93,45,1.66,43,1.85,44,2.24,0.3%
FWD,248,Beto,5.5,5.5,EVE,66,3.48,63,2.87,62,2.86,61,2.75,57,3.40,59,3.11,57,2.77,56,2.09,58,2.69,57,3.26,3.3%
FWD,249,Barry,5.5,5.5,EVE,32,1.77,35,1.72,35,1.67,37,1.68,39,2.22,38,2.01,40,1.95,41,1.55,39,1.86,40,2.27,0.9%
GKP,250,Leno,4.5,4.5,FUL,95,3.28,92,3.41,93,3.63,93,2.94,91,3.12,92,3.47,91,3.91,91,3.47,91,3.12,90,3.16,3.2%
GKP,251,Lecomte,4.0,4.0,FUL,0,0.00,3,0.10,2,0.07,2,0.07,4,0.14,3,0.12,4,0.17,4,0.16,4,0.13,5,0.18,1.5%
GKP,252,McNally,4.0,4.0,FUL,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.1%
DEF,253,Andersen,5.0,5.0,FUL,0,0.00,91,4.13,90,4.30,89,2.79,87,3.08,86,3.96,86,4.79,87,4.37,87,3.04,84,3.58,0.1%
DEF,254,Robinson,4.5,4.5,FUL,73,2.82,67,3.12,66,3.35,63,1.99,64,2.43,64,3.08,63,3.72,64,3.28,63,2.31,64,2.88,3.2%
DEF,255,J.Cuenca,4.5,4.5,FUL,92,3.00,11,0.46,15,0.67,17,0.53,18,0.65,21,0.90,23,1.12,23,1.08,24,0.84,27,1.06,0.0%
DEF,256,Tete,4.5,4.5,FUL,65,2.20,60,2.50,60,2.70,57,1.57,61,2.02,56,2.36,56,2.99,55,2.52,56,1.82,54,2.09,0.2%
DEF,257,Bassey,4.5,4.5,FUL,93,2.74,90,3.46,87,3.57,86,2.11,86,2.53,84,3.27,84,4.06,79,3.36,81,2.36,80,2.80,0.5%
DEF,258,Castagne,4.5,4.5,FUL,36,1.27,39,1.61,40,1.79,44,1.20,41,1.38,44,1.83,46,2.46,48,2.09,45,1.46,46,1.78,0.2%
DEF,259,Diop,4.0,4.0,IPS,83,3.46,79,1.95,79,2.28,80,2.81,78,2.77,75,2.72,75,1.59,74,2.73,73,3.20,73,2.60,20.7%
MID,260,Wilson,6.5,6.5,LEE,68,3.32,64,3.50,64,3.05,60,3.34,57,3.20,58,2.23,59,2.86,56,2.86,56,2.78,56,3.01,8.9%
MID,261,Iwobi,5.5,5.5,FUL,88,3.98,86,3.97,82,4.11,83,3.30,79,3.43,78,3.87,77,4.37,76,3.77,77,3.28,79,3.84,0.9%
MID,262,Smith Rowe,5.5,5.5,FUL,71,3.32,67,3.18,65,3.34,65,2.64,63,2.80,63,3.14,62,3.48,60,2.98,61,2.67,60,2.95,0.4%
MID,263,Kevin,5.5,5.5,FUL,50,2.47,52,2.50,54,2.81,52,2.24,52,2.37,52,2.71,52,3.01,53,2.74,54,2.40,52,2.65,0.1%
MID,264,Bobb,5.5,5.5,FUL,60,2.66,61,2.65,61,2.85,59,2.28,59,2.44,59,2.79,57,3.04,60,2.74,56,2.31,56,2.54,0.5%
MID,265,Berge,5.0,5.0,FUL,71,2.34,71,2.42,68,2.45,65,2.01,68,2.23,64,2.26,66,2.56,63,2.24,61,1.96,65,2.24,0.4%
MID,266,Cairney,5.0,5.0,FUL,15,0.80,18,0.88,19,0.99,21,0.94,21,1.00,25,1.19,25,1.30,25,1.22,27,1.13,27,1.27,0.0%
MID,267,Lukić,5.0,5.0,FUL,65,2.57,60,2.46,60,2.60,63,2.30,59,2.29,60,2.56,60,2.92,61,2.65,59,2.23,59,2.53,0.1%
MID,268,King,5.5,5.5,FUL,36,1.70,38,1.71,41,2.01,45,1.82,45,1.94,45,2.16,46,2.43,46,2.15,48,2.01,44,2.10,0.1%
DEF,269,Sessegnon,4.5,4.5,FUL,35,1.43,40,1.76,41,1.96,42,1.28,44,1.64,45,2.09,44,2.53,43,2.06,46,1.62,46,1.97,0.4%
MID,270,Reed,4.5,4.5,FUL,5,0.26,5,0.26,5,0.28,7,0.30,7,0.35,8,0.39,8,0.42,10,0.45,10,0.43,9,0.42,1.1%
FWD,271,Muniz,5.5,5.5,FUL,83,3.99,82,3.78,78,4.02,76,3.13,75,3.38,74,3.84,74,4.38,74,3.80,71,3.18,72,3.71,0.7%
FWD,272,Kusi-Asare,4.5,4.5,FUL,11,0.70,12,0.72,15,0.94,17,0.85,18,0.93,17,0.99,18,1.14,18,0.99,20,1.02,20,1.16,8.6%
GKP,273,Phillips,4.0,4.0,HUL,0,0.00,0,0.00,2,0.05,2,0.06,1,0.05,2,0.07,4,0.11,2,0.08,3,0.12,3,0.08,2.3%
GKP,274,Butland,4.5,4.5,HUL,94,2.97,93,3.28,92,3.01,92,2.79,92,2.83,91,3.25,90,2.87,91,3.01,89,3.27,90,2.53,1.0%
GKP,275,Cartwright,4.0,4.0,HUL,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.2%
GKP,276,Lo-Tutala,4.0,4.0,HUL,0,0.00,1,0.05,1,0.04,1,0.04,1,0.04,2,0.07,2,0.06,2,0.07,3,0.10,2,0.06,0.2%
DEF,277,Egan,4.0,4.0,HUL,81,2.37,78,3.18,77,2.47,75,1.72,76,2.21,73,2.89,70,2.23,71,2.55,70,2.92,73,1.64,0.8%
DEF,278,Hughes,4.0,4.0,HUL,72,2.16,70,2.92,69,2.30,68,1.65,67,2.07,69,2.81,66,2.17,65,2.43,65,2.76,66,1.62,2.2%
DEF,279,Ajayi,4.0,4.0,HUL,70,2.13,70,2.94,68,2.31,68,1.66,67,2.07,66,2.72,67,2.21,65,2.45,66,2.90,65,1.60,0.6%
DEF,280,Coyle,4.0,4.0,HUL,81,1.91,79,2.67,74,2.03,72,1.31,67,1.52,66,2.21,66,1.70,64,1.91,65,2.45,65,1.08,0.3%
DEF,281,Drameh,4.0,4.0,HUL,14,0.43,16,0.63,20,0.65,22,0.53,26,0.71,26,1.00,26,0.77,26,0.90,26,1.06,26,0.56,0.1%
DEF,282,Giles,4.0,4.0,HUL,48,1.30,47,1.74,50,1.55,51,1.09,48,1.22,50,1.81,51,1.47,51,1.64,51,2.09,46,0.86,0.6%
DEF,283,Jacob,4.0,4.0,HUL,2,0.09,3,0.14,3,0.11,4,0.13,5,0.15,4,0.18,5,0.18,6,0.23,8,0.33,7,0.18,0.1%
DEF,284,McCarthy,4.0,4.0,HUL,0,0.00,2,0.08,3,0.10,2,0.06,3,0.11,4,0.18,4,0.15,5,0.17,5,0.22,6,0.17,0.1%
DEF,285,McNair,4.0,4.0,HUL,8,0.29,14,0.55,17,0.54,18,0.46,21,0.59,22,0.82,23,0.69,27,0.90,28,1.13,25,0.56,0.1%
MID,286,Belloumi,5.0,5.0,HUL,51,2.16,50,2.48,50,2.35,47,1.92,47,2.11,48,2.35,48,2.14,46,2.28,44,2.40,46,1.66,0.6%
MID,287,Millar,5.0,5.0,HUL,73,2.84,69,3.04,66,2.76,63,2.31,62,2.48,61,2.67,60,2.37,55,2.39,58,2.86,58,1.94,0.1%
MID,288,Dowell,4.5,4.5,HUL,14,0.60,16,0.72,16,0.72,20,0.78,21,0.82,21,0.90,23,0.94,24,0.99,23,1.08,20,0.73,0.6%
MID,289,Crooks,4.5,4.5,HUL,79,2.71,78,3.04,77,2.88,74,2.43,73,2.56,72,2.79,71,2.55,71,2.72,68,2.91,70,2.12,0.6%
MID,290,Slater,4.5,4.5,HUL,60,1.96,56,2.00,56,1.90,56,1.74,57,1.86,55,1.95,54,1.82,53,1.87,53,1.97,54,1.64,1.6%
MID,291,Matazo,4.5,4.5,HUL,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.0%
MID,292,Ömür,5.0,5.0,HUL,18,0.82,21,1.00,24,1.06,27,1.12,27,1.12,26,1.20,27,1.12,29,1.30,28,1.36,31,1.09,0.0%
MID,293,Kamara,5.0,5.0,HUL,37,1.48,40,1.74,38,1.59,38,1.44,37,1.51,38,1.64,36,1.45,38,1.63,39,1.83,38,1.29,0.1%
MID,294,Zambrano,4.5,4.5,HUL,13,0.53,14,0.60,16,0.65,19,0.66,17,0.66,21,0.81,22,0.82,24,0.93,21,0.86,23,0.79,0.6%
FWD,295,McBurnie,5.5,5.5,HUL,90,3.34,87,3.74,84,3.45,80,2.93,79,3.14,76,3.26,77,3.06,77,3.29,72,3.50,75,2.34,2.0%
MID,296,Akintola,5.0,5.0,HUL,7,0.33,7,0.38,9,0.44,10,0.44,11,0.51,12,0.59,13,0.60,14,0.69,13,0.71,15,0.57,0.1%
MID,297,Gyabi,4.5,4.5,HUL,5,0.25,5,0.26,6,0.32,6,0.29,7,0.33,8,0.40,10,0.44,9,0.43,11,0.50,9,0.36,0.2%
FWD,298,Destan,4.5,4.5,HUL,3,0.18,4,0.24,5,0.26,7,0.35,8,0.38,9,0.44,10,0.46,9,0.47,11,0.60,10,0.40,2.6%
FWD,299,Burstow,4.5,4.5,HUL,4,0.24,6,0.34,8,0.39,9,0.40,10,0.45,11,0.59,10,0.49,11,0.55,12,0.71,12,0.48,1.1%
GKP,300,Walton,4.5,4.5,IPS,5,0.19,7,0.21,8,0.25,9,0.29,12,0.40,12,0.41,13,0.40,13,0.46,15,0.55,15,0.50,0.6%
GKP,301,Palmer,4.0,4.0,IPS,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,0,0.00,6.3%
GKP,302,Button,4.0,4.0,IPS,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.6%
DEF,303,Kipré,4.0,4.0,IPS,22,0.94,28,0.72,31,0.91,29,1.04,32,1.14,36,1.33,36,0.81,37,1.39,37,1.63,40,1.49,0.3%
DEF,304,O'Shea,4.0,4.0,IPS,82,3.62,80,2.11,75,2.34,77,2.85,72,2.69,72,2.76,72,1.69,70,2.72,70,3.24,69,2.67,1.2%
DEF,305,Davis,4.0,4.0,IPS,86,3.48,82,1.68,81,2.06,78,2.41,77,2.37,74,2.70,72,1.22,73,2.65,72,2.98,72,2.44,4.0%
DEF,306,Greaves,4.0,4.0,IPS,29,1.25,33,0.88,37,1.14,36,1.27,42,1.50,42,1.60,44,0.99,46,1.80,44,1.93,43,1.62,0.5%
DEF,307,Johnson,4.0,4.0,IPS,12,0.52,17,0.41,19,0.55,21,0.69,25,0.83,26,0.93,28,0.56,26,0.95,28,1.12,28,0.96,0.1%
DEF,308,Furlong,4.0,4.0,IPS,82,3.11,78,1.54,70,1.72,71,2.13,65,1.94,64,2.17,63,1.04,62,2.13,64,2.46,61,1.96,0.3%
MID,309,Núñez,5.0,5.0,IPS,61,2.65,60,2.16,61,2.36,60,2.40,59,2.37,58,2.54,58,2.09,59,2.50,59,2.62,58,2.51,0.2%
MID,310,Matusiwa,5.0,5.0,IPS,88,3.08,86,2.68,81,2.64,83,2.79,79,2.68,77,2.59,77,2.47,76,2.59,76,2.71,77,2.66,0.1%
MID,311,Burns,5.0,5.0,IPS,8,0.44,10,0.45,12,0.54,11,0.53,14,0.60,14,0.67,15,0.62,16,0.78,16,0.80,15,0.72,0.1%
MID,312,Taylor,4.5,4.5,IPS,65,2.43,64,2.06,65,2.26,62,2.17,61,2.16,64,2.29,63,2.02,61,2.24,63,2.38,61,2.24,0.5%
MID,313,Clarke,5.5,5.5,IPS,37,2.02,38,1.58,34,1.64,38,1.81,39,1.85,36,1.89,36,1.46,36,1.88,35,1.93,35,1.83,0.3%
MID,314,Ogbene,5.0,5.0,IPS,3,0.14,3,0.14,3,0.18,4,0.19,4,0.20,4,0.21,6,0.25,5,0.27,5,0.28,6,0.30,0.0%
